date,venue,location,setlist,gaps
2017-07-29,Madison Square Garden,"New York, NY",Llama | Wilson | Stealing Time From the Faulty Plan | Ya Mar | Tela | The Birds | The Line | Water in the Sky | Vultures | Train Song | Horn | I Am the Walrus | Blaze On | Twenty Years Later | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Meatstick | Dirt | Harry Hood | Cinnamon Girl,107 | 8 | 9 | 9 | 101 | 68 | 8 | 39 | 101 | 48 | 7 | 102 | 10 | 8 | 94 | 94 | 94 | 42 | 37 | 10 | 2201
2017-07-30,Madison Square Garden,"New York, NY",The Curtain With | Runaway Jim | Waking Up Dead | Esther | Home | Brian and Robert | Nellie Kane | Colonel Forbin's Ascent | Fly Famous Mockingbird | David Bowie | Drowned | A Song I Heard the Ocean Sing | Harpua | Also Sprach Zarathustra | Golgi Apparatus | In The Good Old Summer Time | The Wind Cries Mary,43 | 8 | 43 | 181 | 7 | 40 | 11 | 181 | 181 | 42 | 43 | 44 | 168 | 9 | 11 | 11 | 2006
2017-08-01,Madison Square Garden,"New York, NY",O Canada | Crowd Control | Sugar Shack | When the Circus Comes | Daniel Saw the Stone | Army of One | The Wedge | Guelah Papyrus | Maple Leaf Rag | Guelah Papyrus | McGrupp and the Watchful Hosemasters | Limb By Limb | Walk Away | Golden Age | Leaves | Swept Away | Steep | 46 Days | Piper | Possum | Rock 'n' Roll Suicide,-1 | 107 | 9 | 71 | 72 | 69 | 11 | 40 | -1 | 40 | 96 | 12 | 72 | 12 | 12 | 482 | 482 | 9 | 10 | 10 | 40
2017-08-02,Madison Square Garden,"New York, NY",Way Down in the Hole | Buried Alive | Kill Devil Falls | Guyute | I Didn't Know | NICU | Meat | Maze | Ginseng Sullivan | Waiting All Night | Heavy Things | Run Like an Antelope | Mike's Song | O Holy Night | Taste | Wingsuit | Sneakin' Sally Thru the Alley | Weekapaug Groove | A Day in the Life,-1 | 101 | 41 | 106 | 73 | 9 | 15 | 10 | 185 | 75 | 17 | 11 | 50 | -1 | 73 | 12 | 44 | 50 | 70
2017-08-04,Madison Square Garden,"New York, NY",See That My Grave Is Kept Clean | Punch You in the Eye | Party Time | Big Black Furry Creature from Mars | Dinner and a Movie | Ocelot | Poor Heart | Winterqueen | Bold As Love | First Tube | Dem Bones | No Men In No Man's Land | Everything In Its Right Place | What's the Use? | Scents and Subtle Sounds | Prince Caspian | Fluffhead | Frankenstein,-1 | 10 | 13 | 98 | 392 | 12 | 46 | 13 | 73 | 15 | 111 | 14 | -1 | 14 | 13 | 10 | 45 | 104
2017-08-05,Madison Square Garden,"New York, NY",Soul Shakedown Party | Uncle Pen | The Sloth | Gotta Jibboo | Fuck Your Face | Sunshine of Your Feeling | Frost | Scent of a Mule | Fire | Alaska | Plasma | Ghost | Petrichor | Light | The Lizards | The Horse | Silent in the Morning | Quinn the Eskimo (The Mighty Quinn) | Rocky Top | Joy,109 | 103 | 97 | 16 | 76 | -1 | 44 | 98 | 111 | 27 | 16 | 12 | 50 | 14 | 43 | 44 | 44 | 80 | 11 | 42
2017-08-06,Madison Square Garden,"New York, NY",Dogs Stole Things | Rift | Ha Ha Ha | Camel Walk | Crazy Sometimes | Saw It Again | Sanity | Bouncing Around the Room | Most Events Aren't Planned | Bug | I Been Around | Izabella | Simple | Rise/Come Together | Starman | You Enjoy Myself | Loving Cup | On the Road Again | Lawn Boy | Tweezer Reprise,75 | 47 | 106 | 80 | 13 | 77 | 100 | 15 | 796 | 12 | 281 | 2111 | 15 | 12 | 72 | 52 | 15 | 35 | 8 | 47
2017-08-11,Waterworks Food + Drink,"Winooski, VT",River Niger,316
2017-08-13,The Pavilion at Montage Mountain,"Scranton, PA",Long Black Line | Whirlwind | Sugar Shack | Peel | Marissa | How Do I Know | Crazy Sometimes | Face | Victim 3D,59 | 20 | 5 | 26 | 14 | 57 | 1 | 26 | 20
2017-08-23,Union County Fairgrounds,"Union, ME",Losin' Horses | Rocking Chair | Don't Let the Bastards Get You Down | Vive l'Acadie | The Irene | Long Black Braid | The Falling Of The Pine | Don't Need You | Late Night in Austin | There Are No Rules in This Game | Tip Up | Headed Home,-1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1
2017-09-01,Dick's Sporting Goods Park,"Commerce City, CO",Blaze On | 555 | Breath and Burning | Theme from the Bottom | Free | Tube | Roggae | More | No Men In No Man's Land | Carini | Ghost | Harry Hood | Cavern | The Horse | Silent in the Morning | Character Zero,9 | 15 | 14 | 13 | 10 | 11 | 14 | 13 | 5 | 11 | 4 | 9 | 12 | 4 | 4 | 11
2017-09-02,Dick's Sporting Goods Park,"Commerce City, CO",Simple | Martian Monster | Reba | Sand | Crazy Sometimes | Limb By Limb | Wolfman's Brother | Walls of the Cave | Everything's Right | Fuego | Steam | Chalk Dust Torture | Mike's Song | Winterqueen | What's the Use? | Weekapaug Groove | Slave to the Traffic Light | The Lizards | Run Like an Antelope,4 | 16 | 16 | 11 | 2 | 8 | 14 | 16 | 16 | 13 | 12 | 11 | 7 | 6 | 6 | 7 | 16 | 5 | 7
2017-09-03,Dick's Sporting Goods Park,"Commerce City, CO",Buffalo Bill | The Moma Dance | Birds of a Feather | Sugar Shack | Most Events Aren't Planned | Back on the Train | Leaves | The Wedge | 46 Days | Bathtub Gin | Down with Disease | Light | Rise/Come Together | Piper | Meatstick | Also Sprach Zarathustra | Possum | Suzy Greenberg | Waste | First Tube,83 | 16 | 16 | 3 | 5 | 15 | 9 | 9 | 9 | 14 | 16 | 6 | 5 | 9 | 11 | 10 | 9 | 17 | 112 | 7
2017-09-15,Harvest Jazz & Blues Festival,"Fredericton, New Brunswick, ",Curlew's Call | Sand | Magilla | Pigtail | Liquid Time | Shine | Dark And Down | Burlap Sack and Pumps | Valentine | Clint Eastwood | Simple Twist Up Dave | The Parting Glass | Push On 'Til the Day | Everything's Right | O-o-h Child | First Tube,24 | 1 | 24 | 18 | 24 | 24 | 26 | 24 | 24 | 24 | 27 | 24 | 24 | 1 | 27 | 0
2017-09-16,Thompson's Point,"Portland, ME","Mozambique | Cayman Review | Curlew's Call | Gotta Jibboo | It Makes No Difference | Money, Love and Change | Small Axe | Alive Again | Everything's Right | Simple Twist Up Dave | Drifting | Corona | Night Speaks to a Woman | Liquid Time | Sand | Valentine | Architect | Clint Eastwood | Mr. Completely | The Parting Glass | Shine | First Tube",25 | 25 | 0 | 8 | 25 | 25 | 38 | 25 | 0 | 0 | 29 | 23 | 25 | 0 | 0 | 0 | 29 | 0 | 15 | 0 | 0 | 0
2017-09-17,Waterfront Park,"Burlington, VT","Mozambique | Cayman Review | Curlew's Call | Sand | Magilla | Everything's Right | Valentine | Money, Love and Change | Shine | Burlap Sack and Pumps | Dark And Down | Clint Eastwood | First Tube | Water in the Sky | Push On 'Til the Day",0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 14 | 1
2017-09-22,The Georgia Theatre,"Athens, GA",Victim | Dig Further Down | Jumping | Stealing Jamaica | Angatta | Equilibrium | Cities | Only a Dream | Steps | Jones | Normal Phoebe | Trapezoidal Sunshine | Go Away | Ruby Soho | Face | Whirlwind,-1 | 71 | 66 | -1 | 65 | -1 | 20 | 66 | -1 | 34 | 66 | -1 | -1 | -1 | 7 | 7
2017-09-23,Neighborhood Theatre,"Charlotte, NC",Victim 3D | Long Black Line | Don't Chin The Dog | Mind Mischief | Surface | Steps | Crazy Sometimes | Say Something | Pendulum | Peel | So Far Gone | Peel | Up And Down | Tiny Little World | Marissa | Just a Rose | Victim | Victim 3D | Let's Go,8 | 8 | 67 | -1 | 68 | 0 | 5 | 29 | -1 | 8 | -1 | 8 | 29 | 29 | 8 | 68 | 0 | 8 | 35
2017-09-24,Lincoln Theatre,"Raleigh, NC",Whirlwind | Cruel World | Ether | Equilibrium | Stealing Jamaica | Cities | How Do I Know | Go Away | Different World | Victim | Victim 3D | Current Futures | Trapezoidal Sunshine | Face | Sweet Emotion | Normal Phoebe | Pendulum | Funky Bitch,1 | 68 | 74 | 1 | 1 | 1 | 9 | 1 | 67 | 0 | 0 | -1 | 1 | 1 | 1144 | 1 | 0 | 22
2017-09-26,The National,"Richmond, VA",Up And Down | Equilibrium | Sleep to Dream | Long Black Line | Sweet Emotion | Tiny Little World | Steps | Crazy Sometimes | Jumping | Go Away | Mind Mischief | Waking Up Dead | Marissa | Whirlwind | How Many People Are You | Let's Go,1 | 0 | 68 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 17 | 1 | 0 | 22 | 1
2017-09-27,Schermerhorn Symphony Center,"Nashville, TN",First Tube | Victim 3D | Brian and Robert | Victim | Divided Sky | Say Something | Summer of '89 | Cruel World | What's the Use? | Trapezoidal Sunshine | Stash | Mind Mischief | Time Turns Elastic | Steps | Petrichor | Whirlwind | You Enjoy Myself | Check Your Pepper | The Lizards | Yarmouth Road | Water in the Sky | Jones | Go Away | Ruby Soho | Pendulum | Black Tambourine,4 | 1 | 18 | 1 | 20 | 2 | 58 | 1 | 8 | 1 | 22 | 0 | 277 | 0 | 14 | 0 | 13 | 69 | 8 | 21 | 4 | 3 | 0 | 3 | 1 | 69
2017-09-27,College Street Music Hall,"New Haven, CT",First Tube | Victim 3D | Brian and Robert | Victim | Divided Sky | Say Something | Summer of '89 | Cruel World | What's the Use? | Trapezoidal Sunshine | Stash | Mind Mischief | Time Turns Elastic | Steps | Petrichor | Whirlwind | You Enjoy Myself | Check Your Pepper | The Lizards | Yarmouth Road | Water in the Sky | Jones | Go Away | Ruby Soho | Pendulum | Black Tambourine,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2017-09-28,The Sound Garden,"Syracuse, NY",Victim | Stealing Jamaica | Steps,0 | 3 | 0
2017-09-29,Atlanta Symphony Hall,"Atlanta, GA",Happy Birthday to You | First Tube | Brian and Robert | Divided Sky | Summer of '89 | What's the Use? | Stash | Time Turns Elastic | Petrichor | You Enjoy Myself | More | The Lizards,47 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 12 | 1
2017-09-29,The Westcott Theater,"Syracuse, NY",Happy Birthday to You | First Tube | Brian and Robert | Divided Sky | Summer of '89 | What's the Use? | Stash | Time Turns Elastic | Petrichor | You Enjoy Myself | More | The Lizards,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2017-09-30,Phoenix Concert Theatre,"Toronto, Ontario, ",,
2017-10-01,St. Andrew's Hall,"Detroit, MI",,
2017-10-03,Bell's Eccentric Cafe,"Kalamazoo, MI",,
2017-10-04,20th Century Theatre,"Cincinnati, OH",Pendulum | Jones | Crazy Sometimes | Ruby Soho | Meat | Victim | Steps | Victim 3D | Check Your Pepper | Ether | Sleep to Dream | Marissa | Angatta | Tiny Little World | Cities | Let's Go,6 | 6 | 8 | 6 | 24 | 5 | 5 | 6 | 6 | 9 | 8 | 8 | 11 | 8 | 9 | 8
2017-10-05,The Vogue Theatre,"Indianapolis, IN",,
2017-10-06,Metro,"Chicago, IL",Victim 3D | Waking Up Dead | Ruby Soho | Marissa | Equilibrium | Angatta | Mind Mischief | Go Away | Stealing Jamaica | Cruel World | Trapezoidal Sunshine | Normal Phoebe | Crazy Sometimes | Whirlwind | Cities | Let's Go | Steps,1 | 10 | 1 | 1 | 10 | 1 | 8 | 8 | 7 | 8 | 8 | 11 | 1 | 8 | 1 | 1 | 1
2017-10-08,The Pabst Theater,"Milwaukee, WI",Crazy Sometimes | Jones | Andelmans' Yard | Victim | Take It As It Comes | Pendulum | Sugar Shack | Go Away | Peel | Up And Down | Are You a Hypnotist?? | Peel | Sweet Emotion | How Do I Know,0 | 2 | 85 | 2 | 81 | 2 | 18 | 0 | 13 | 11 | 85 | 13 | 11 | 12
2017-10-10,Slowdown,"Omaha, NE",Stealing Jamaica | Jumping | Meat | Morphing Again | Check Your Pepper | Victim | Face | Steps | Whirlwind | Mind Mischief | Victim 3D | Soulfood Man | Check Your Pepper | Cities | Go Away | Ruby Soho,1 | 12 | 3 | 81 | 3 | 0 | 13 | 1 | 1 | 1 | 1 | 343 | 3 | 1 | 0 | 1
2017-10-11,Madrid Theatre,"Kansas City, MO",Victim | Long Black Line | Cruel World | Marissa | Jones | Don't Chin The Dog | Pendulum | Take It As It Comes | Different World | Trapezoidal Sunshine | Angatta | Sleep to Dream | Crazy Sometimes | How Many People Are You | Spock's Brain,0 | 13 | 2 | 2 | 1 | 15 | 1 | 1 | 14 | 2 | 2 | 4 | 1 | 13 | 83
2017-10-13,Boulder Theater,"Boulder, CO",Steps | Up And Down | Jones | 555 | Babylon Baby | Angatta | Crazy Sometimes | Equilibrium | Sleep to Dream | Andelmans' Yard | Spock's Brain | Normal Phoebe | Mary Jane's Last Dance | Go Away | Face | Ruby Soho,1 | 2 | 0 | 23 | 85 | 0 | 0 | 3 | 0 | 2 | 0 | 3 | -1 | 1 | 1 | 1
2017-10-14,Boulder Theater,"Boulder, CO",Whirlwind | Victim | Delta Lady | Victim | Stealing Jamaica | Mountain Jam | Cruel World | Steps | Mind Mischief | Steps | Say Something | Go Away | Victim 3D | Marissa | Pendulum | Peel | Trapezoidal Sunshine | Peel | Are You a Hypnotist?? | Tiny Little World | Sweet Emotion | Let's Go,2 | 1 | 46 | 1 | 2 | 1197 | 1 | 0 | 2 | 0 | 13 | 0 | 2 | 1 | 1 | 3 | 1 | 3 | 3 | 6 | 3 | 4
2017-10-14,Twist & Shout,"Denver, CO",Whirlwind | Victim | Delta Lady | Victim | Stealing Jamaica | Mountain Jam | Cruel World | Steps | Mind Mischief | Steps | Say Something | Go Away | Victim 3D | Marissa | Pendulum | Peel | Trapezoidal Sunshine | Peel | Are You a Hypnotist?? | Tiny Little World | Sweet Emotion | Let's Go,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2017-10-14,Beacon Theatre,"New York, NY",Whirlwind | Victim | Delta Lady | Victim | Stealing Jamaica | Mountain Jam | Cruel World | Steps | Mind Mischief | Steps | Say Something | Go Away | Victim 3D | Marissa | Pendulum | Peel | Trapezoidal Sunshine | Peel | Are You a Hypnotist?? | Tiny Little World | Sweet Emotion | Let's Go,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2017-10-27,Brooklyn Bowl,"Las Vegas, NV","Over the Rainbow | Scratchitti | Set Your Soul Free | Sometime After Sunset | Sidewalks of San Francisco | Pigtail | Money, Love and Change | Curlew's Call | Dark And Down | Magilla | The Land of Nod | Alive Again | Bounce | Drifting | Simple Twist Up Dave | Sand | Liquid Time | Night Speaks to a Woman | Shine | Everything's Right | Valentine | Soul Planet",1313 | 932 | -1 | 52 | 1474 | 24 | 22 | 22 | 22 | 22 | 51 | 23 | 51 | 23 | 23 | 22 | 23 | 23 | 22 | 22 | 22 | -1
2017-10-27,Spirit of the Suwannee Music Park,"Live Oak, FL","Over the Rainbow | Scratchitti | Set Your Soul Free | Sometime After Sunset | Sidewalks of San Francisco | Pigtail | Money, Love and Change | Curlew's Call | Dark And Down | Magilla | The Land of Nod | Alive Again | Bounce | Drifting | Simple Twist Up Dave | Sand | Liquid Time | Night Speaks to a Woman | Shine | Everything's Right | Valentine | Soul Planet",0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2017-10-28,Brooklyn Bowl,"Las Vegas, NV",Sweet Dreams Melinda | Speak to Me | Mozambique | Cayman Review | Last Tube | Tide Turns | The Way I Feel | Burn That Bridge | Burlap Sack and Pumps | Rise/Come Together | Push On 'Til the Day | Gotta Jibboo | In Rounds | Tube Top Flop | Lever Boy | Goodbye Head | Alaska | Tuesday | Plasma | Clint Eastwood | First Tube | Show of Life | The Parting Glass,54 | 77 | 25 | 25 | 55 | 55 | 76 | 273 | 25 | 28 | 25 | 26 | 56 | 272 | 69 | 58 | 35 | 43 | 35 | 25 | 16 | 75 | 26
2017-10-31,The Wiltern Theatre,"Los Angeles, CA","Sand | Soul Planet | Money, Love and Change | Bounce | Alive Again | Dark And Down | The Land of Nod | Gotta Jibboo | Dazed and Confused | First Tube | Night Speaks to a Woman | Set Your Soul Free | Liquid Time | Burlap Sack and Pumps | Everything's Right | Valentine | Alaska | Clint Eastwood | Mr. Completely | Drifting | Tuesday",1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 56 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 27 | 1 | 0
2017-11-01,The Observatory OC,"Santa Ana, CA",Sometime After Sunset | Mozambique | The Way I Feel | Speak to Me | Pigtail | Magilla | Coming in from the Cold | Curlew's Call | Sidewalks of San Francisco | Shine | Frost | Last Tube | In Rounds | Sweet Dreams Melinda | Spin | Simple Twist Up Dave | Tide Turns | Cayman Review | Goodbye Head | Rise/Come Together | Ocelot | Push On 'Til the Day | Back in the U.S.A. | Soul Planet,2 | 1 | 1 | 1 | 2 | 2 | 795 | 2 | 2 | 2 | 37 | 1 | 1 | 1 | 68 | 2 | 1 | 1 | 1 | 1 | 38 | 1 | 68 | 0
2017-11-02,Barker Hangar,"Santa Monica, CA",More | Miss You | Soul Planet,19 | 47 | 0
2017-11-03,The Fox Theater,"Oakland, CA","First Tube | Everything's Right | Curlew's Call | Drifting | Magilla | Tube Top Flop | Pigtail | Money, Love and Change | Mozambique | Gotta Jibboo | Liquid Time | Set Your Soul Free | Night Speaks to a Woman | 1977 | Burlap Sack and Pumps | Alaska | Clint Eastwood | Valentine | Tuesday | Ether Sunday | Bounce",2 | 2 | 1 | 2 | 1 | 3 | 1 | 2 | 1 | 2 | 2 | 2 | 2 | 67 | 2 | 2 | 2 | 2 | 2 | 80 | 2
2017-11-04,The Fox Theater,"Oakland, CA",Sometime After Sunset | Alive Again | Speak to Me | Cayman Review | The Way I Feel | Sweet Dreams Melinda | Burn That Bridge | Tide Turns | Ocelot | The Land of Nod | Dark And Down | Sand | Last Tube | Spin | Shine | Rise/Come Together | Simple Twist Up Dave | In Rounds | Architect | Dazed and Confused | Push On 'Til the Day | Heavy Things | Soul Planet,2 | 3 | 2 | 2 | 2 | 2 | 4 | 2 | 2 | 3 | 3 | 3 | 2 | 2 | 2 | 2 | 2 | 2 | 31 | 3 | 2 | 42 | 1
2017-12-09,U.S. Cellular Center,"Asheville, NC",Gotta Jibboo | Miss You | Burn That Bridge | Midnight Rider | Everything's Right | Aqui Como Alla | Sand | Dark And Down | Set Your Soul Free | First Tube,1 | 2 | 0 | 64 | 1 | 1134 | 0 | 0 | 1 | 1
2017-12-28,Madison Square Garden,"New York, NY",AC/DC Bag | Wolfman's Brother | Roggae | Tube | Bouncing Around the Room | Back on the Train | Your Pet Cat | Waking Up Dead | Theme from the Bottom | Wilson | No Men In No Man's Land | Twist | Everything's Right | Also Sprach Zarathustra | Harry Hood | The Wedge | Slave to the Traffic Light,52 | 37 | 38 | 38 | 42 | 36 | 52 | 18 | 38 | 48 | 38 | 52 | 0 | 36 | 38 | 36 | 37
2017-12-29,Madison Square Garden,"New York, NY",Cavern | Blaze On | 555 | I Always Wanted It This Way | Martian Monster | Heavy Things | Destiny Unbound | Ocelot | Walls of the Cave | Sand | Chalk Dust Torture | Ghost | Backwards Down the Number Line | Simple | Split Open and Melt | Julius,39 | 39 | 15 | 54 | 38 | 3 | 50 | 3 | 38 | 1 | 38 | 39 | 50 | 38 | 54 | 52
2017-12-30,Madison Square Garden,"New York, NY",Mike's Song | I Am Hydrogen | Weekapaug Groove | Tweezer | Ass Handed | Kill Devil Falls | Bathtub Gin | Brother | More | Down with Disease | Steam | Light | Farmhouse | Run Like an Antelope | Sleeping Monkey | Tweezer Reprise,39 | 163 | 39 | 56 | 51 | 47 | 38 | 545 | 6 | 38 | 39 | 38 | 52 | 39 | 88 | 44
2017-12-31,Madison Square Garden,"New York, NY","Carini | Suzy Greenberg | My Friend, My Friend | Fluffhead | Reba | Poor Heart | 46 Days | Maze | Character Zero | Possum | Fuego | Gotta Jibboo | Golgi Apparatus | What's the Use? | You Enjoy Myself | Soul Planet | Auld Lang Syne | Free | A Song I Heard the Ocean Sing | The Moma Dance | Prince Caspian | Wading in the Velvet Sea | First Tube | Loving Cup",41 | 39 | 54 | 47 | 40 | 47 | 39 | 48 | 41 | 39 | 40 | 3 | 50 | 27 | 27 | 5 | 97 | 41 | 50 | 39 | 47 | 55 | 3 | 45
2018-01-06,Radio City Music Hall,"New York, NY","Mozambique | Waste | Everything's Right | The Maker | Sand | Brother John/Iko Iko | Valentine | I Want to Take You Higher | Dark And Down | Curlew's Call | Money, Love and Change | Clint Eastwood | Push On 'Til the Day | The Parting Glass",7 | 40 | 3 | 115 | 2 | -1 | 7 | 1151 | 4 | 7 | 7 | 7 | 6 | 11
2018-01-13,Vinoy Park,"St. Petersburg, FL",Stealing Jamaica | Say Something | Marissa | Cities | Destiny Unbound | Steps | Sweet Emotion | Tiny Little World | Pendulum,17 | 17 | 17 | 22 | 4 | 17 | 17 | 17 | 17
2018-01-14,Mizner Park Amphitheater,"Boca Raton, FL","Victim 3D | Petty Soul Gem | Whirlwind | Jefferson's Blues | Mind Mischief | Love Slip Upon Ya | Cruel World | Right Place, Wrong Time | You Strike My Main Nerve | Yes We Can | Go Away | Ain't No Change | Victim | Soul Power | Ruby Soho | Do It Like You Do | Meat | Musicology | Crazy Sometimes | Controversy",18 | -1 | 18 | -1 | 18 | -1 | 18 | 1485 | -1 | 305 | 18 | -1 | 18 | 1077 | 21 | -1 | 23 | -1 | 21 | -1
2018-01-14,Bayside Bowl,"Portland, ME","Victim 3D | Petty Soul Gem | Whirlwind | Jefferson's Blues | Mind Mischief | Love Slip Upon Ya | Cruel World | Right Place, Wrong Time | You Strike My Main Nerve | Yes We Can | Go Away | Ain't No Change | Victim | Soul Power | Ruby Soho | Do It Like You Do | Meat | Musicology | Crazy Sometimes | Controversy",0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-08,Mayo Performing Arts Center,"Morristown, NJ",Blaze On | Backwards Down the Number Line | Brian and Robert | Heavy Things | Miss You | Strange Design | Twenty Years Later | Wolfman's Brother | Everything's Right | The Inlaw Josie Wales | Sleeping Monkey | Limb By Limb | Waste | Till We Meet Again | Bathtub Gin | Chalk Dust Torture | Back on the Train | Bouncing Around the Room | Push On 'Til the Day | More,7 | 7 | 33 | 7 | 9 | 96 | 57 | 8 | 3 | 96 | 6 | 46 | 3 | -1 | 6 | 7 | 8 | 8 | 3 | 6
2018-02-09,Neptune Theatre,"Seattle, WA",Crazy Sometimes | Prince Caspian | Steps | NICU | Theme from the Bottom | Jumping | Got To Be More Careful | Rise/Come Together | Equilibrium | Ghost | Destiny Unbound | The Wedge | Jones | AC/DC Bag | Go Away | Light | Noon to Noon | The Inlaw Josie Wales | Marissa | Dog Faced Boy | Ruby Soho | Sleep | Victim | Ocelot | Let's Go | Summer of '89 | Sweet Emotion | Twist | Sand | Fuego | Carini | Wilson,1 | 6 | 3 | 55 | 9 | 26 | -1 | 12 | 24 | 8 | 3 | 9 | 24 | 9 | 1 | 7 | -1 | 0 | 3 | 96 | 1 | 603 | 1 | 8 | 21 | 34 | 3 | 9 | 4 | 6 | 6 | 9
2018-02-09,State Theatre Of Ithaca,"Ithaca, NY",Crazy Sometimes | Prince Caspian | Steps | NICU | Theme from the Bottom | Jumping | Got To Be More Careful | Rise/Come Together | Equilibrium | Ghost | Destiny Unbound | The Wedge | Jones | AC/DC Bag | Go Away | Light | Noon to Noon | The Inlaw Josie Wales | Marissa | Dog Faced Boy | Ruby Soho | Sleep | Victim | Ocelot | Let's Go | Summer of '89 | Sweet Emotion | Twist | Sand | Fuego | Carini | Wilson,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-10,Wonder Ballroom,"Portland, OR","Stealing Jamaica | More | Cruel World | 46 Days | Trapezoidal Sunshine | Brian and Robert | Anything But Me | Face | You Strike My Main Nerve | Waste | Victim | Wolfman's Brother | Victim 3D | Blaze On | Pendulum | Miss You | Angatta | The Line | Surface | Till We Meet Again | Meat | Free | Normal Phoebe | Sample in a Jar | Cities | Maze | Whirlwind | Twist | How Many People Are You | Wading in the Velvet Sea | The Lizards | My Friend, My Friend | Chalk Dust Torture | Tube | Backwards Down the Number Line | Wilson",5 | 2 | 3 | 8 | 23 | 2 | 100 | 26 | 3 | 2 | 0 | 2 | 3 | 2 | 5 | 2 | 26 | 60 | 43 | 2 | 3 | 8 | 26 | 63 | 5 | 8 | 3 | 0 | 27 | 8 | 36 | 8 | 2 | 11 | 2 | 0
2018-02-10,"Sanders Theatre, Harvard University","Cambridge, MA","Stealing Jamaica | More | Cruel World | 46 Days | Trapezoidal Sunshine | Brian and Robert | Anything But Me | Face | You Strike My Main Nerve | Waste | Victim | Wolfman's Brother | Victim 3D | Blaze On | Pendulum | Miss You | Angatta | The Line | Surface | Till We Meet Again | Meat | Free | Normal Phoebe | Sample in a Jar | Cities | Maze | Whirlwind | Twist | How Many People Are You | Wading in the Velvet Sea | The Lizards | My Friend, My Friend | Chalk Dust Torture | Tube | Backwards Down the Number Line | Wilson",0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2018-02-11,Montbleu Resort Casino,"Stateline, NV",Up And Down | Long Black Line | Sleep to Dream | Morphing Again | Mind Mischief | Take It As It Comes | Steps | Say Something | Marissa | You Strike My Main Nerve | Tiny Little World | Go Away | Tiny Little World | Looking for Clues,28 | 29 | 28 | 30 | 5 | 29 | 2 | 7 | 2 | 0 | 7 | 2 | 7 | 75
2018-02-12,The Catalyst,"Santa Cruz, CA",Victim | Stealing Time From the Faulty Plan | Equilibrium | Sample in a Jar | Fee | Just a Rose | Don't Chin The Dog | Everything's Right | Got To Be More Careful | Water in the Sky | Pendulum | The Inlaw Josie Wales | Babylon Baby | Strange Design | Whirlwind | Limb By Limb | Different World | If I Could | Peel | Heavy Things | Destiny Unbound | Ghost | Ruby Soho | Harry Hood | Let's Go | Piper | Mary Jane's Last Dance | Chalk Dust Torture | Victim 3D | Dirt | Wingsuit | More | Empty House | Till We Meet Again | Wilson,1 | 63 | 3 | 1 | 64 | 46 | 30 | 5 | 3 | 42 | 1 | 3 | 29 | 5 | 1 | 5 | 30 | 338 | 26 | 5 | 3 | 3 | 3 | 14 | 3 | 51 | 29 | 1 | 1 | 63 | 60 | 1 | -1 | 1 | 1
