date,venue,location,setlist,gaps,artist,artistid,cancelled
2022-05-27,The Wharf Amphitheater,"Orange Beach, AL",Twist | Halley's Comet | Sand | The Old Home Place | Martian Monster | Dogs Stole Things | Halfway to the Moon | Stash | Shade | I Never Needed You Like This Before | Bathtub Gin | Llama | Soul Planet | Quadrophonic Toppling | Soul Planet | Ghost | Scents and Subtle Sounds | Chalk Dust Torture | Loving Cup | Waste | Say It To Me S.A.N.T.O.S.,3 | 6 | 1 | 90 | 20 | 14 | 42 | 3 | 7 | 7 | 1 | 14 | 7 | 667 | 7 | 2 | 5 | 2 | 20 | 5 | 1,Phish,1,0
2022-05-28,The Wharf Amphitheater,"Orange Beach, AL",Sigma Oasis | Possum | AC/DC Bag | Reba | Roggae | My Mind's Got a Mind of its Own | The Final Hurrah | Free | A Wave of Hope | Mr. Completely | Walk Away | Golden Age | What's the Use? | The Moma Dance | If I Could | Run Like an Antelope | I Am in Miami | Izabella,4 | 4 | 22 | 4 | 35 | 325 | 26 | 2 | 2 | 19 | 16 | 5 | 2 | 4 | 5 | 7 | 14 | 85,Phish,1,0
2022-05-29,The Wharf Amphitheater,"Orange Beach, AL",Character Zero | Mike's Song | Bouncing Around the Room | Kill Devil Falls | Winterqueen | Funky Bitch | NICU | Carini | Weekapaug Groove | The Landlady | Tweezer | Plasma | Wolfman's Brother | Miss You | Maze | Harry Hood | A Life Beyond The Dream | Tweezer Reprise,4 | 2 | 22 | 15 | 26 | 9 | 21 | 5 | 2 | 36 | 4 | 4 | 4 | 12 | 4 | 4 | 4 | 4,Phish,1,0
2022-05-31,Credit One Stadium,"Charleston, SC","Set Your Soul Free | Walls of the Cave | Sample in a Jar | Steam | My Friend, My Friend | Sparkle | Ocelot | Leaves | The Squirming Coil | Axilla (Part II) | Also Sprach Zarathustra | Light | Mountains in the Mist | Meat | Golgi Apparatus | Slave to the Traffic Light | Cavern | 46 Days | Tube",4 | 3 | 11 | 21 | 7 | 25 | 17 | 6 | 28 | 4 | 5 | 4 | 6 | 10 | 28 | 6 | 8 | 5 | 4,Phish,1,0
2022-06-01,Credit One Stadium,"Charleston, SC",Cool It Down | Foam | Knuckle Bone Broth Avenue | Dirt | 555 | Gumbo | Backwards Down the Number Line | The Wedge | About to Run | Divided Sky | Wilson | Simple | Prince Caspian | Egg in a Hole | Piper | Prince Caspian | Lonely Trip | Back on the Train | Most Events Aren't Planned | Blaze On | Nothing | When the Circus Comes | The Oh Kee Pa Ceremony | Suzy Greenberg,31 | 32 | 17 | 50 | 5 | 7 | 5 | 9 | 6 | 4 | 4 | 4 | 4 | 4 | 4 | 4 | 4 | 5 | 30 | 7 | 193 | 29 | 140 | 6,Phish,1,0
2022-06-03,Ruoff Music Center,"Noblesville, IN",Theme from the Bottom | Boogie On Reggae Woman | Everything's Right | Esther | Buried Alive | Alaska | Mull | Birds of a Feather | Cavern | No Men In No Man's Land | Down with Disease | Joy | Ruby Waves | The Lizards | Fluffhead | Chalk Dust Torture | Contact | First Tube,35 | 23 | 6 | 7 | 18 | 38 | 10 | 19 | 1 | 5 | 8 | 24 | 26 | 12 | 5 | 4 | 44 | 5,Phish,1,0
2022-06-04,Ruoff Music Center,"Noblesville, IN",Turtle in the Clouds | Undermind | Drift While You're Sleeping | Strawberry Letter 23 | Stealing Time From the Faulty Plan | Runaway Jim | Camel Walk | Timber (Jerry the Mule) | Julius | Split Open and Melt | You Enjoy Myself | A Wave of Hope | Bug | Gotta Jibboo | The Howling | Good Times Bad Times | Maze,20 | 33 | 9 | 22 | 90 | 20 | 20 | 27 | 21 | 7 | 16 | 4 | 20 | 6 | 9 | 34 | 3,Phish,1,0
2022-06-05,Ruoff Music Center,"Noblesville, IN",While My Guitar Gently Weeps | My Soul | Rift | Horn | Wombat | Evolve | Guyute | Limb By Limb | Mercury | The Moma Dance | Sand | Sigma Oasis | Sand | Twenty Years Later | The Mango Song | Rise/Come Together | Free | Grind | Slave to the Traffic Light,89 | 30 | 11 | 29 | 21 | 14 | 21 | 48 | 17 | 5 | 6 | 5 | 6 | 23 | 9 | 26 | 5 | 23 | 3,Phish,1,0
2022-07-14,Xfinity Center,"Mansfield, MA",Ghost | Set Your Soul Free | Ghost | The Wedge | Mound | Mountains in the Mist | Back on the Train | Ruby Waves | I Been Around | Tube | About to Run | Chalk Dust Torture | Plasma | Weekapaug Groove | Saw It Again | Prince Caspian | Backwards Down the Number Line | Bug | Sand | Punch You in the Eye | Say It To Me S.A.N.T.O.S.,7 | 4 | 7 | 3 | 92 | 4 | 3 | 2 | 41 | 4 | 3 | 2 | 5 | 5 | 39 | 3 | 3 | 1 | 0 | 51 | 7,Phish,1,0
2022-07-15,Xfinity Center,"Mansfield, MA",46 Days | Water in the Sky | Everything's Right | Rift | Wolfman's Brother | Maze | Bathtub Gin | Rock and Roll | Mike's Song | I Am Hydrogen | Carini | Blaze On | Golden Age | The Howling | A Wave of Hope | Harry Hood | Bouncing Around the Room | NICU | Slave to the Traffic Light,5 | 51 | 3 | 1 | 6 | 2 | 8 | 47 | 6 | 9 | 6 | 4 | 7 | 2 | 2 | 6 | 6 | 6 | 1,Phish,1,0
2022-07-16,Maine Savings Amphitheater,"Bangor, ME",Free | I Never Needed You Like This Before | 555 | Possum | No Men In No Man's Land | Ocelot | Reba | Axilla (Part II) | Run Like an Antelope | Sigma Oasis | Down with Disease | What's the Use? | Fluffhead | Twist | Sigma Oasis | Roses Are Free | First Tube,2 | 9 | 5 | 8 | 4 | 6 | 8 | 6 | 8 | 2 | 4 | 8 | 4 | 9 | 2 | 23 | 4,Phish,1,0
2022-07-19,TD Pavilion at the Mann,"Philadelphia, PA",Space Oddity | Martian Monster | Halley's Comet | Stash | The Moma Dance | Gotta Jibboo | Shade | The Old Home Place | Walls of the Cave | More | Tweezer | Cities | Tweezer | Passing Through | Izabella | Tweezer | Mercury | Piper | Tweezer | Also Sprach Zarathustra | Character Zero | Drift While You're Sleeping | Tweezer Reprise,189 | 10 | 10 | 10 | 3 | 4 | 10 | 10 | 7 | 11 | 8 | 31 | 8 | 40 | 9 | 8 | 3 | 6 | 8 | 7 | 8 | 4 | 8,Phish,1,0
2022-07-20,TD Pavilion at the Mann,"Philadelphia, PA",Steam | Runaway Jim | Tela | Kill Devil Falls | Theme from the Bottom | Birds of a Feather | I Didn't Know | Funky Bitch | Split Open and Melt | AC/DC Bag | Soul Planet | Simple | Light | Party Time | Lonely Trip | David Bowie | Waste | Loving Cup,8 | 5 | 42 | 9 | 6 | 6 | 48 | 9 | 5 | 10 | 11 | 7 | 8 | 40 | 7 | 12 | 11 | 11,Phish,1,0
2022-07-22,Bethel Woods Center for the Arts,"Bethel, NY","Golgi Apparatus | Sample in a Jar | My Soul | Gumbo | Saw It Again | Timber (Jerry the Mule) | Meat | Lawn Boy | My Friend, My Friend | Guelah Papyrus | Brian and Robert | Walk Away | Mr. Completely | You Enjoy Myself | Fuego | Joy | Boogie On Reggae Woman | Scents and Subtle Sounds | Wilson | Possum | Cavern | A Life Beyond The Dream",9 | 9 | 5 | 8 | 4 | 6 | 9 | 36 | 9 | 97 | 42 | 11 | 11 | 6 | 14 | 7 | 7 | 12 | 8 | 2 | 7 | 10,Phish,1,0
2022-07-23,Bethel Woods Center for the Arts,"Bethel, NY",Evening Song | Turtle in the Clouds | Vultures | My Sweet One | Undermind | Fast Enough for You | Divided Sky | Suzy Greenberg | Ghost | Prince Caspian | Crosseyed and Painless | Miss You | Set Your Soul Free | Prince Caspian | Twist | Carini | The Horse | Silent in the Morning | Fuck Your Face | Buffalo Bill | Fire,60 | 7 | 28 | 30 | 7 | 118 | 9 | 9 | 5 | 5 | 19 | 11 | 5 | 5 | 3 | 4 | 89 | 59 | 31 | 109 | 105,Phish,1,0
2022-07-24,Xfinity Theatre,"Hartford, CT",Cars Trucks Buses | Breath and Burning | The Final Hurrah | Free | Yarmouth Road | Plasma | Sigma Oasis | Limb By Limb | Sand | A Wave of Hope | A Song I Heard the Ocean Sing | Blaze On | The Wedge | Farmhouse | Backwards Down the Number Line | Character Zero | Tube | First Tube,33 | 90 | 13 | 4 | 43 | 6 | 4 | 7 | 6 | 5 | 21 | 5 | 6 | 29 | 6 | 3 | 6 | 4,Phish,1,0
2022-07-26,Northwell Health at Jones Beach Theater,"Wantagh, NY",The Curtain | Say It To Me S.A.N.T.O.S. | Stealing Time From the Faulty Plan | NICU | Roggae | Pebbles and Marbles | Bathtub Gin | Maze | The Squirming Coil | I Never Needed You Like This Before | Leaves | Everything's Right | The Mango Song | Most Events Aren't Planned | Chalk Dust Torture | Julius | Harry Hood,55 | 7 | 9 | 6 | 14 | 33 | 6 | 6 | 12 | 5 | 12 | 6 | 8 | 11 | 7 | 9 | 6,Phish,1,0
2022-07-27,Northwell Health at Jones Beach Theater,"Wantagh, NY",Mike's Song | Wolfman's Brother | Ya Mar | 46 Days | It's Ice | All of These Dreams | Something Living Here | Axilla (Part II) | When the Circus Comes | Run Like an Antelope | No Men In No Man's Land | Down with Disease | Don't Doubt Me | Golden Age | Lifeboy | Fluffhead | Weekapaug Groove | Slave to the Traffic Light,7 | 7 | 39 | 7 | 18 | 43 | 30 | 6 | 12 | 6 | 6 | 6 | 30 | 7 | 50 | 6 | 8 | 7,Phish,1,0
2022-07-29,Coastal Credit Union Music Park at Walnut Creek,"Raleigh, NC",The Moma Dance | Possum | Steam | Stash | Steam | Funky Bitch | The Wedge | Horn | Rise/Come Together | Big Black Furry Creature from Mars | Carini | Waste | Ruby Waves | Beneath a Sea of Stars Part 1 | Piper | Light | Shine a Light | Strange Design | Heavy Things | Sneakin' Sally Thru the Alley | Wilson,6 | 4 | 5 | 6 | 5 | 5 | 2 | 10 | 10 | 32 | 3 | 5 | 9 | 22 | 6 | 5 | 49 | 21 | 50 | 35 | 4,Phish,1,0
2022-07-30,Merriweather Post Pavilion,"Columbia, MD",Sand | If I Could | Buried Alive | Set Your Soul Free | Llama | Halfway to the Moon | Shafty | Strawberry Letter 23 | The Lizards | First Tube | Fuego | Sigma Oasis | Prince Caspian | Waves | Meatstick | Simple | The Oh Kee Pa Ceremony | Suzy Greenberg | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Character Zero,3 | 17 | 13 | 4 | 18 | 18 | 96 | 12 | 13 | 3 | 5 | 3 | 4 | 20 | 36 | 6 | 14 | 4 | 46 | 46 | 46 | 3,Phish,1,0
2022-07-31,Merriweather Post Pavilion,"Columbia, MD",A Wave of Hope | Dogs Stole Things | AC/DC Bag | Sparkle | Back on the Train | Mull | Foam | Ghost | Halley's Comet | Tweezer | Wingsuit | Tweezer | Birds of a Feather | Joy | Taste | What's the Use? | The Howling | Say It To Me S.A.N.T.O.S. | Show of Life | Loving Cup | Tweezer Reprise,4 | 19 | 7 | 16 | 11 | 14 | 15 | 5 | 8 | 8 | 43 | 8 | 7 | 6 | 59 | 9 | 10 | 3 | 57 | 7 | 8,Phish,1,0
2022-08-02,Blossom Music Center,"Cuyahoga Falls, OH",Strawberry Fields Forever | Crowd Control | Punch You in the Eye | 46 Days | You Enjoy Myself | Tube | Shade | Reba | Cavern | Free | Esther | Blaze On | Scents and Subtle Sounds | Also Sprach Zarathustra | Split Open and Melt | Bathtub Gin,203 | 61 | 12 | 3 | 7 | 5 | 9 | 10 | 7 | 5 | 15 | 5 | 7 | 9 | 8 | 4,Phish,1,0
2022-08-03,Pine Knob Music Theatre,"Clarkston, MI","I Never Needed You Like This Before | Everything's Right | Kill Devil Falls | Camel Walk | Stash | Bouncing Around the Room | My Friend, My Friend | David Bowie | Carini | No Men In No Man's Land | Twist | Drift While You're Sleeping | Bug | Possum",5 | 5 | 9 | 15 | 3 | 12 | 8 | 9 | 3 | 4 | 7 | 10 | 13 | 3,Phish,1,0
2022-08-05,Atlantic City Beach,"Atlantic City, NJ",Chalk Dust Torture | Wilson | Sand | Plasma | Theme from the Bottom | Back on the Train | Sigma Oasis | Cities | More | Axilla (Part II) | Soul Planet | Down with Disease | Ruby Waves | Down with Disease | Ghost | Harry Hood | Sleeping Monkey | Free,6 | 4 | 3 | 7 | 10 | 2 | 3 | 11 | 11 | 5 | 10 | 5 | 4 | 5 | 2 | 6 | 28 | 1,Phish,1,0
2022-08-06,Atlantic City Beach,"Atlantic City, NJ",46 Days | The Moma Dance | Olivia's Pool | My Soul | 555 | NICU | Bathtub Gin | Heavy Rotation | Character Zero | Moonage Daydream | No Men In No Man's Land | Tweezer | Set Your Soul Free | Simple | Backwards Down the Number Line | Golgi Apparatus | Slave to the Traffic Light | A Life Beyond The Dream | Tweezer Reprise,2 | 5 | 39 | 10 | 13 | 7 | 2 | 291 | 4 | 54 | 1 | 3 | 4 | 4 | 8 | 10 | 6 | 10 | 3,Phish,1,0
2022-08-07,Atlantic City Beach,"Atlantic City, NJ",Wolfman's Brother | Tube | Mountains in the Mist | Ocelot | Fluffhead | Mercury | Gumbo | Carini | Mike's Song | I Am Hydrogen | Weekapaug Groove | A Wave of Hope | You Enjoy Myself | Suzy Greenberg | Wading in the Velvet Sea | First Tube,7 | 3 | 16 | 14 | 7 | 13 | 11 | 2 | 7 | 15 | 7 | 4 | 3 | 5 | 31 | 5,Phish,1,0
2022-08-10,Budweiser Stage,"Toronto, Ontario, Canada",Sigma Oasis | Blaze On | Steam | My Sweet One | Theme from the Bottom | Wombat | Stash | Sand | Sample in a Jar | Down with Disease | Death Don't Hurt Very Long | Twenty Years Later | Light | Bouncing Around the Room | Also Sprach Zarathustra | Sneakin' Sally Thru the Alley | Free | Lawn Boy | Say It To Me S.A.N.T.O.S.,2 | 4 | 7 | 11 | 2 | 18 | 3 | 2 | 12 | 2 | 39 | 18 | 7 | 3 | 4 | 7 | 2 | 12 | 5,Phish,1,0
2022-08-12,Alpine Valley Music Theatre,"East Troy, WI",Fuego | Clear Your Mind | Twist | Halley's Comet | Destiny Unbound | The Moma Dance | Drift While You're Sleeping | Ass Handed | Set Your Soul Free | Golden Age | Lonely Trip | Ghost | The Howling | Simple | David Bowie | The Lizards | More,7 | 31 | 4 | 6 | 50 | 2 | 4 | 42 | 2 | 9 | 14 | 3 | 6 | 2 | 4 | 7 | 3,Phish,1,0
2022-08-13,Alpine Valley Music Theatre,"East Troy, WI",1999 | Fluffhead | Saw It Again | Leaves | Back on the Train | Taste | Petrichor | The Squirming Coil | Backwards Down the Number Line | Maze | Mr. Completely | Roggae | About to Run | Waves | Undermind | Blaze On,44 | 2 | 14 | 11 | 4 | 7 | 112 | 11 | 3 | 11 | 14 | 11 | 19 | 8 | 13 | 1,Phish,1,0
2022-08-14,Alpine Valley Music Theatre,"East Troy, WI",The Landlady | Runaway Jim | Divided Sky | 46 Days | Stealing Time From the Faulty Plan | Sugar Shack | Shade | Halfway to the Moon | Everything's Right | Energy | Gotta Jibboo | Soul Planet | Rift | Reba | Martian Monster | Broken Heart Attack | Hold Your Head Up | Martian Monster | Possum | Slave to the Traffic Light | Waste | First Tube,26 | 16 | 14 | 4 | 12 | 67 | 7 | 9 | 6 | 50 | 17 | 5 | 19 | 7 | 17 | -1 | 39 | 17 | 6 | 4 | 10 | 3,Phish,1,0
2022-09-01,Dick's Sporting Goods Park,"Commerce City, CO",Sand | Down with Disease | Scent of a Mule | Ocelot | Heavy Things | Axilla (Part II) | Back on the Train | Theme from the Bottom | Blaze On | Possum | Twist | Ruby Waves | Don't Doubt Me | A Wave of Hope | The Howling | Piper | Harry Hood,3 | 3 | 50 | 4 | 11 | 6 | 1 | 3 | 1 | 0 | 2 | 6 | 12 | 4 | 2 | 11 | 6,Phish,1,0
2022-09-02,Dick's Sporting Goods Park,"Commerce City, CO",Carini | You Enjoy Myself | Ghost | Julius | Reba | Tube | Tweezer | What's the Use? | Weekapaug Groove | No Men In No Man's Land | Weekapaug Groove | Moonage Daydream | Chalk Dust Torture | Pebbles and Marbles | Tweezer Reprise,5 | 5 | 3 | 14 | 1 | 5 | 6 | 10 | 5 | 6 | 5 | 6 | 7 | 14 | 6,Phish,1,0
2022-09-03,Dick's Sporting Goods Park,"Commerce City, CO",Punch You in the Eye | Wolfman's Brother | Walls of the Cave | Heavy Rotation | Boogie On Reggae Woman | Stash | Free | Mike's Song | Bug | Say It To Me S.A.N.T.O.S. | Kill Devil Falls | Sigma Oasis | Thunderhead | The Moma Dance | No Quarter | Also Sprach Zarathustra | Split Open and Melt | Fee | Slave to the Traffic Light,10 | 6 | 20 | 7 | 18 | 5 | 5 | 6 | 9 | 5 | 9 | 5 | 595 | 4 | 67 | 5 | 10 | 50 | 2,Phish,1,0
2022-09-04,Dick's Sporting Goods Park,"Commerce City, CO",First Tube | Bathtub Gin | Undermind | Drift While You're Sleeping | Halley's Comet | Everything's Right | More | Fluffhead | Set Your Soul Free | Fuego | A Life Beyond The Dream | Crosseyed and Painless | David Bowie | Loving Cup | Divided Sky | Icculus | Character Zero,3 | 8 | 4 | 5 | 5 | 3 | 5 | 4 | 5 | 5 | 8 | 18 | 5 | 12 | 3 | 128 | 8,Phish,1,0
2022-12-28,Madison Square Garden,"New York, NY",Buried Alive | Wolfman's Brother | Maze | Sigma Oasis | NICU | Steam | Tela | Stash | Split Open and Melt | Free | A Wave of Hope | It's Ice | Leaves | Simple | Plasma | Twist | Harry Hood | Esther | 46 Days,14 | 1 | 5 | 1 | 9 | 7 | 21 | 1 | 1 | 1 | 3 | 16 | 5 | 6 | 10 | 3 | 3 | 12 | 4,Phish,1,0
2022-12-29,Madison Square Garden,"New York, NY",Fluffhead | Your Pet Cat | Bathtub Gin | Hey Stranger | Tube | Slave to the Traffic Light | Blaze On | David Bowie | Everything's Right | You Enjoy Myself | Ruby Waves | Lonely Trip | Back on the Train | Character Zero | Guyute | Possum,1 | 40 | 1 | -1 | 3 | 2 | 4 | 1 | 1 | 3 | 4 | 7 | 4 | 1 | 27 | 4,Phish,1,0
2022-12-30,Madison Square Garden,"New York, NY",Down with Disease | The Moma Dance | Pebbles and Marbles | Theme from the Bottom | Reba | The Howling | Foam | Run Like an Antelope | No Men In No Man's Land | Golden Age | Sand | If I Could | I Always Wanted It This Way | Chalk Dust Torture,5 | 3 | 4 | 5 | 4 | 5 | 15 | 18 | 4 | 8 | 5 | 16 | 36 | 4,Phish,1,0
2022-12-31,Madison Square Garden,"New York, NY","Tweezer | Halley's Comet | Set Your Soul Free | Rift | Cavern | Tweezer | Shade | Mike's Song | I Am Hydrogen | Weekapaug Groove | Say It To Me S.A.N.T.O.S. | Also Sprach Zarathustra | Kill Devil Falls | Mercury | Light | Waste | Drift While You're Sleeping | Backwards Down the Number Line | Ghost | Bohemian Rhapsody | Ghost | Jungle Boogie | Wilson | Auld Lang Syne | Carini | Theme from New York, New York | Tweezer | Prince Caspian | Crosseyed and Painless | Piper | A Life Beyond The Dream | First Tube | Show of Life | Tweezer Reprise",5 | 3 | 3 | 7 | 15 | 5 | 7 | 4 | 11 | 5 | 4 | 4 | 4 | 11 | 10 | 7 | 3 | 8 | 5 | 928 | 5 | 595 | 13 | 47 | 5 | 844 | 5 | 17 | 3 | 6 | 3 | 3 | 16 | 5,Phish,1,0
2023-02-23,Moon Palace,"Cancun, Quintana Roo, Mexico","Harry Hood | The Moma Dance | Back on the Train | My Friend, My Friend | Sand | Sample in a Jar | Ya Mar | Roggae | Cars Trucks Buses | Blaze On | Twist | Bouncing Around the Room | Free | 46 Days",3 | 1 | 2 | 15 | 1 | 11 | 20 | 9 | 22 | 2 | 3 | 11 | 3 | 3,Phish,1,0
2023-02-24,Moon Palace,"Cancun, Quintana Roo, Mexico",Dinner and a Movie | Loving Cup | A Wave of Hope | Stash | Heavy Things | 555 | Axilla (Part II) | Joy | Split Open and Melt | First Tube | Waves | Ruby Waves | Shade | Chalk Dust Torture | Bathtub Gin | Golgi Apparatus | Character Zero,212 | 5 | 4 | 4 | 8 | 14 | 8 | 18 | 4 | 1 | 10 | 3 | 1 | 2 | 3 | 14 | 3,Phish,1,0
2023-02-25,Moon Palace,"Cancun, Quintana Roo, Mexico",Gotta Jibboo | No Men In No Man's Land | Steam | Poor Heart | Halley's Comet | Saw It Again | Theme from the Bottom | Maze | About to Run | Most Events Aren't Planned | Down with Disease | Golden Age | Soul Planet | Runaway Jim | Light | Piper | Also Sprach Zarathustra | Say It To Me S.A.N.T.O.S. | Fee | The Wedge,10 | 3 | 5 | 80 | 2 | 11 | 3 | 5 | 11 | 23 | 3 | 3 | 10 | 10 | 2 | 2 | 2 | 2 | 7 | 21,Phish,1,0
2023-02-26,Moon Palace,"Cancun, Quintana Roo, Mexico",Sigma Oasis | David Bowie | Wolfman's Brother | Tube | Prince Caspian | Mull | Ghost | The Squirming Coil | Possum | Julius | You Enjoy Myself | Everything's Right | Simple | Backwards Down the Number Line | Suzy Greenberg | McGrupp and the Watchful Hosemasters | Waste | Slave to the Traffic Light,6 | 5 | 6 | 5 | 3 | 20 | 3 | 12 | 5 | 9 | 5 | 5 | 6 | 3 | 15 | 67 | 3 | 5,Phish,1,0
2023-04-14,Climate Pledge Arena,"Seattle, WA","Blaze On | Plasma | Blaze On | Vultures | Sample in a Jar | Ya Mar | Steam | My Friend, My Friend | Walls of the Cave | Ghost | A Wave of Hope | Bouncing Around the Room | No Men In No Man's Land | Golden Age | Martian Monster | The Wedge | Bug | Back on the Train | Fluffhead",3 | 7 | 3 | 27 | 3 | 3 | 1 | 3 | 9 | 0 | 2 | 3 | 1 | 1 | 12 | 1 | 9 | 3 | 6,Phish,1,0
2023-04-15,Climate Pledge Arena,"Seattle, WA",Axilla (Part II) | The Moma Dance | Wolfman's Brother | Izabella | Leaves | Reba | Chalk Dust Torture | Free | Ruby Waves | Prince Caspian | Piper | When the Circus Comes | Tube | Wading in the Velvet Sea | Harry Hood | Train Song | Brian and Robert | Say It To Me S.A.N.T.O.S.,3 | 4 | 1 | 31 | 8 | 6 | 3 | 4 | 3 | 1 | 2 | 25 | 1 | 17 | 4 | 128 | 29 | 2,Phish,1,0
2023-04-17,"William Randolph Hearst Greek Theatre, University of California, Berkeley","Berkeley, CA",The Curtain With | Carini | All of These Dreams | Stash | Halfway to the Moon | Mull | Undermind | Theme from the Bottom | My Soul | Tweezer | Simple | Rock and Roll | Miss You | Sand,148 | 6 | 26 | 4 | 14 | 2 | 10 | 3 | 19 | 6 | 2 | 34 | 29 | 5,Phish,1,0
2023-04-18,"William Randolph Hearst Greek Theatre, University of California, Berkeley","Berkeley, CA",Olivia's Pool | Seven Below | Maze | Mountains in the Mist | Bathtub Gin | 555 | Possum | Don't Doubt Me | Kill Devil Falls | Fuego | Light | Lonely Trip | The Howling | Farmhouse | Backwards Down the Number Line | Character Zero,20 | 61 | 4 | 19 | 5 | 5 | 3 | 14 | 7 | 11 | 4 | 9 | 8 | 29 | 3 | 5,Phish,1,0
2023-04-19,"William Randolph Hearst Greek Theatre, University of California, Berkeley","Berkeley, CA",I Never Needed You Like This Before | AC/DC Bag | Rift | Runaway Jim | Lawn Boy | Halley's Comet | Timber (Jerry the Mule) | Winterqueen | 46 Days | Mike's Song | Beneath a Sea of Stars Part 1 | Weekapaug Groove | Cool It Down | Set Your Soul Free | What's the Use? | Loving Cup | Waste | Tweezer Reprise,23 | 25 | 8 | 5 | 19 | 5 | 32 | 43 | 7 | 8 | 27 | 8 | 41 | 8 | 14 | 6 | 4 | 8,Phish,1,0
2023-04-21,Hollywood Bowl,"Hollywood, CA",The Moma Dance | Sigma Oasis | Party Time | Strawberry Letter 23 | Everything's Right | Shade | Funky Bitch | A Wave of Hope | Sample in a Jar | Down with Disease | Mercury | Blaze On | You Enjoy Myself | Cavern | Drift While You're Sleeping,3 | 5 | 34 | 27 | 5 | 7 | 28 | 4 | 4 | 6 | 9 | 4 | 5 | 9 | 9,Phish,1,0
2023-04-22,Hollywood Bowl,"Hollywood, CA",Ghost | David Bowie | Esther | Harry Hood | Meat | Split Open and Melt | Leaves | The Squirming Coil | Chalk Dust Torture | Twist | Also Sprach Zarathustra | Sneakin' Sally Thru the Alley | Back on the Train | A Life Beyond The Dream | First Tube | Run Like an Antelope,5 | 6 | 13 | 4 | 34 | 8 | 4 | 6 | 4 | 9 | 7 | 21 | 5 | 10 | 8 | 11,Phish,1,0
2023-04-23,Hollywood Bowl,"Hollywood, CA",Birds of a Feather | Roggae | Divided Sky | Cities | Tube | Taste | About to Run | Mr. Completely | A Song I Heard the Ocean Sing | Mr. Completely | Wolfman's Brother | Ruby Waves | Gotta Jibboo | No Quarter | Possum | Wilson | Slave to the Traffic Light,28 | 10 | 15 | 25 | 5 | 20 | 8 | 20 | 33 | 20 | 5 | 5 | 8 | 16 | 3 | 11 | 7,Phish,1,0
2023-07-11,Orion Amphitheater,"Huntsville, AL",Blaze On | Martian Monster | The Moma Dance | Halley's Comet | 46 Days | Back on the Train | 555 | You Enjoy Myself | Say It To Me S.A.N.T.O.S. | Also Sprach Zarathustra | Down with Disease | Twist | Maze | Lonely Trip | Oblivion | Chalk Dust Torture | Meatstick | Makisupa Policeman | Fuck Your Face | Icculus | Character Zero,2 | 7 | 2 | 3 | 3 | 1 | 4 | 2 | 6 | 1 | 2 | 1 | 4 | 4 | -1 | 1 | 30 | 67 | 35 | 16 | 4,Phish,1,0
2023-07-12,Orion Amphitheater,"Huntsville, AL",Plasma | Sigma Oasis | Wolfman's Brother | Evolve | Mull | Bouncing Around the Room | Stash | David Bowie | A Wave of Hope | Fuego | Piper | Ether Edge | Mercury | Free | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Run Like an Antelope,8 | 3 | 1 | 43 | 6 | 8 | 6 | 2 | 3 | 5 | 7 | -1 | 3 | 7 | 31 | 31 | 31 | 2,Phish,1,0
2023-07-14,Ameris Bank Amphitheatre,"Alpharetta, GA","Kill Devil Falls | Theme from the Bottom | No Men In No Man's Land | Axilla (Part II) | Tube | Roggae | Undermind | Prince Caspian | Ghost | Ruby Waves | ...And Flew Away | My Friend, My Friend | First Tube | If I Could | Possum",6 | 7 | 9 | 8 | 2 | 2 | 7 | 8 | 3 | 2 | -1 | 9 | 3 | 15 | 2,Phish,1,0
2023-07-15,Ameris Bank Amphitheatre,"Alpharetta, GA",Runaway Jim | Foam | Set Your Soul Free | Fluffhead | Everything's Right | Esther | Golgi Apparatus | Rift | Tweezer | Golden Age | I Always Wanted It This Way | Tweezer | Harry Hood | A Life Beyond The Dream | Tweezer Reprise | Big Black Furry Creature from Mars,6 | 16 | 6 | 10 | 5 | 4 | 13 | 6 | 8 | 10 | 16 | 8 | 4 | 4 | 6 | 34,Phish,1,0
2023-07-16,Ameris Bank Amphitheatre,"Alpharetta, GA",Buried Alive | Wilson | NICU | Bathtub Gin | Gumbo | Limb By Limb | The Well | Mountains in the Mist | Halfway to the Moon | Split Open and Melt | Mike's Song | Carini | Weekapaug Groove | Sand | Reba | More | The Night the Lights Went Out in Georgia | Hold Your Head Up | You Enjoy Myself,19 | 4 | 19 | 8 | 28 | 38 | -1 | 8 | 9 | 5 | 7 | 9 | 7 | 9 | 10 | 20 | -1 | 24 | 3,Phish,1,0
2023-07-18,Live Oak Bank Pavilion at Riverfront Park,"Wilmington, NC",Happy Birthday to You | Simple | Camel Walk | Gotta Jibboo | Steam | Poor Heart | Cavern | Divided Sky | Casual Enlightenment | Shade | Drift While You're Sleeping | Timber (Jerry the Mule) | A Song I Heard the Ocean Sing | Light | Mercy | Twenty Years Later | Backwards Down the Number Line | Bug | Say It To Me S.A.N.T.O.S. | The Howling | Suzy Greenberg,288 | 10 | 32 | 5 | 12 | 14 | 7 | 5 | 76 | 7 | 7 | 8 | 5 | 9 | -1 | 28 | 9 | 12 | 4 | 9 | 13,Phish,1,0
